score,vote,title,author,genre,star,n_rating,n_review,pages,year
4837,61,Allegiant,Veronica Roth,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Science Fiction', 'Fantasy', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Apocalyptic', 'Post Apocalyptic', 'Audiobook']",3.62,858110,66281,526,2013
4834,49,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,"['History', 'Nonfiction', 'War', 'World War I', 'War', 'Biography', 'Travel', 'Politics', 'History', 'European History', 'Literature', '20th Century', 'Biography Memoir']",3.65,3405,245,352,2014
4800,60,Wonder,R.J. Palacio,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'Academic', 'School', 'Family', 'Young Adult', 'Coming Of Age', 'Childrens', 'Juvenile']",4.42,780021,67270,315,2012
4634,56,The Nightingale,Kristin Hannah,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'War', 'Audiobook', 'Adult', 'Cultural', 'France', 'Adult Fiction', 'Romance']",4.57,753215,67474,440,2015
4599,52,The Crimson Petal and the White,Michel Faber,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Historical', 'Victorian', 'Romance', 'European Literature', 'British Literature', 'Literary Fiction', 'Literature', '19th Century', 'Adult', 'Novels']",3.86,40024,3278,835,2003
4581,56,Paper Towns,John Green,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Mystery', 'Realistic Fiction', 'Young Adult', 'Teen', 'Young Adult', 'Coming Of Age', 'Adventure', 'Young Adult', 'Young Adult Contemporary']",3.79,970051,49112,305,2009
4556,56,Throne of Glass,Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Fantasy', 'Magic', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'High Fantasy', 'New Adult', 'Adventure', 'Fantasy', 'Paranormal']",4.2,647281,46287,406,2012
4546,54,The Hour I First Believed,Wally Lamb,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Drama', 'Novels', 'Book Club', 'Audiobook']",3.8,58853,6593,740,2008
4539,57,Eldest,Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Young Adult Fantasy']",3.99,371648,9769,704,2007
4520,49,Then We Came to the End,Joshua Ferris,"['Fiction', 'Humor', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction', 'Book Club', 'Unfinished', 'Humor', 'Comedy']",3.46,33756,4827,387,2007
4473,51,The Little Friend,Donna Tartt,"['Fiction', 'Mystery', 'Literary Fiction', 'Contemporary', 'Mystery', 'Crime', 'Novels', 'Literature', 'Literature', 'American', 'Thriller', 'Mystery Thriller', 'Thriller']",3.46,52358,4882,624,2003
4442,55,The Lacuna,Barbara Kingsolver,"['Fiction', 'Historical', 'Historical Fiction', 'Historical', 'Novels', 'Literary Fiction', 'Art', 'Book Club', 'Literature', 'Unfinished', 'Adult Fiction']",3.77,65012,7886,508,2009
4424,59,City of Lost Souls,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Paranormal', 'Angels', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic']",4.25,444219,20633,546,2012
4413,50,Moloka'i,Alan Brennert,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook', 'Young Adult', 'Coming Of Age', 'Novels', 'Cultural']",4.16,111432,10057,405,2004
4397,52,The Summoning,Kelley Armstrong,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic', 'Romance', 'Paranormal', 'Ghosts', 'Shapeshifters', 'Werewolves', 'Fiction']",4.01,161544,6326,390,2008
4394,48,Assassination Vacation,Sarah Vowell,"['Nonfiction', 'History', 'Humor', 'Travel', 'Writing', 'Essays', 'Audiobook', 'Autobiography', 'Memoir', 'North American Hi...', 'American History', 'Politics', 'Historical']",3.92,44913,3891,258,2006
4357,44,The Past,Kenneth   Thomas,"['Science Fiction', 'Time Travel', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Fiction', 'Historical', 'Historical Fiction', 'Science Fiction', 'Cyberpunk', 'Action', 'European Literature', 'British Literature', 'Young Adult', 'Fantasy']",4.27,5212,205,195,2020
4352,53,Clockwork Princess,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Science Fiction', 'Steampunk', 'Historical', 'Historical Fiction', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Angels', 'Fiction', 'Historical']",4.55,358439,31279,567,2013
4315,53,Fallen,Lauren Kate,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Angels', 'Romance', 'Paranormal Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']",3.73,513091,19934,452,2009
4308,55,Cinder,Marissa Meyer,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Science Fiction', 'Dystopia', 'Retellings', 'Fiction', 'Fantasy', 'Fairy Tales', 'Audiobook', 'Young Adult', 'Young Adult Fantasy']",4.13,717084,55980,400,2012
4203,49,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"['Nonfiction', 'Autobiography', 'Memoir', 'Cultural', 'Africa', 'Biography', 'War', 'History', 'Biography Memoir', 'Biography', 'Autobiography', 'Academic', 'School', 'Western Africa', 'Sierra Leone']",4.14,170022,10905,229,2007
4178,56,Shiver,Maggie Stiefvater,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Shapeshifters', 'Werewolves', 'Fiction', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']",3.76,444529,23158,392,2009
4171,48,Americanah,Chimamanda Ngozi Adichie,"['Fiction', 'Cultural', 'Africa', 'Contemporary', 'Feminism', 'Literary Fiction', 'Race', 'Western Africa', 'Nigeria', 'Novels', 'Romance', 'Audiobook']",4.31,283757,24101,477,2013
4076,45,The Gargoyle,Andrew Davidson,"['Fiction', 'Fantasy', 'Historical', 'Historical Fiction', 'Romance', 'Historical', 'Contemporary', 'Adult', 'Gothic', 'Fantasy', 'Paranormal', 'Magical Realism']",3.94,46071,5565,468,2008
4010,53,The Sisterhood of the Traveling Pants,Ann Brashares,"['Young Adult', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Young Adult', 'Teen', 'Realistic Fiction', 'Childrens', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Young Adult Contemporary']",3.8,638180,7493,294,2001
4000,51,P.S. I Love You,Cecelia Ahern,"['Romance', 'Womens Fiction', 'Chick Lit', 'Fiction', 'Contemporary', 'Adult', 'Romance', 'Contemporary Romance', 'Love', 'Adult Fiction', 'Drama', 'Cultural', 'Ireland']",4.02,345217,8725,501,2005
3972,49,Deception Point,Dan Brown,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Thriller', 'Mystery Thriller', 'Adventure', 'Mystery', 'Crime', 'Novels', 'Science Fiction', 'Action']",3.72,605954,9664,556,2002
3952,46,The Nanny Diaries,Emma McLaughlin,"['Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Humor', 'Romance', 'Adult Fiction', 'Adult', 'Novels', 'New York', 'Realistic Fiction']",3.44,366808,5375,306,2003
3933,44,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,"['Nonfiction', 'Animals', 'Autobiography', 'Memoir', 'Animals', 'Cats', 'Biography', 'Adult', 'Biography Memoir', 'Writing', 'Books About Books', 'Audiobook', 'Contemporary']",3.84,56230,6206,277,2008
3905,48,Still Alice,Lisa Genova,"['Fiction', 'Contemporary', 'Psychology', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook', 'Medical', 'Realistic Fiction', 'Drama']",4.31,302830,27826,292,2007
3887,48,Dead to the World,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",4.11,251347,5761,291,2005
3885,47,The Sense of an Ending,Julian Barnes,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'European Literature', 'British Literature', 'Book Club', 'Adult Fiction', 'Audiobook', 'Mystery']",3.72,152960,16283,150,2011
3876,44,Vernon God Little,D.B.C. Pierre,"['Fiction', 'Contemporary', 'Novels', 'Literature', 'Humor', 'Literary Fiction', 'Young Adult', 'Coming Of Age', 'Humor', 'Comedy', 'The United States Of America', 'Cultural', 'Australia']",3.59,30332,1440,279,2004
3843,51,Beautiful Creatures,Kami Garcia,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Fantasy', 'Magic', 'Fantasy', 'Supernatural', 'Paranormal', 'Witches', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy']",3.76,555422,22144,563,2009
3833,45,In the Woods,Tana French,"['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Cultural', 'Ireland', 'Suspense', 'Adult', 'Audiobook', 'Contemporary']",3.77,321433,22419,429,2007
3775,43,Out Stealing Horses,Per Petterson,"['Fiction', 'Historical', 'Historical Fiction', 'European Literature', 'Scandinavian Literature', 'Novels', 'Book Club', 'Literary Fiction', 'Contemporary', 'Literature', 'Young Adult', 'Coming Of Age', 'Adult Fiction']",3.79,31165,4263,258,2007
3760,45,Bring Up the Bodies,Hilary Mantel,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'European Literature', 'British Literature', 'Literary Fiction', 'Audiobook', 'English History', 'Tudor Period', 'Literature', 'Novels', 'Literature', '16th Century']",4.24,79625,7857,412,2012
3750,46,I Am Number Four,Pittacus Lore,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction', 'Aliens', 'Romance', 'Fantasy', 'Paranormal', 'Adventure', 'Young Adult', 'Teen', 'Action']",3.93,320359,15947,440,2010
3715,46,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,"['Fiction', 'Humor', 'Contemporary', 'Historical', 'Historical Fiction', 'Audiobook', 'Adventure', 'Humor', 'Comedy', 'Cultural', 'Sweden', 'Book Club', 'Novels']",3.82,224608,23431,396,2012
3683,42,I Am America (And So Can You!),Stephen Colbert,"['Nonfiction', 'Humor', 'Humor', 'Comedy', 'Politics', 'Audiobook', 'Biography', 'Writing', 'Essays', 'Literature', 'American', 'Adult', 'Culture', 'Pop Culture']",3.89,80309,3536,230,2007
3682,44,March,Geraldine Brooks,"['Historical', 'Historical Fiction', 'Fiction', 'Military History', 'Civil War', 'Historical', 'War', 'Book Club', 'Literary Fiction', 'Adult Fiction', 'Adult', 'Novels']",3.74,57752,6075,280,2006
3615,42,City of Thieves,David Benioff,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'Cultural', 'Russia', 'Historical', 'War', 'World War II', 'Audiobook', 'Adventure', 'Adult', 'Book Club']",4.26,123489,11637,258,2008
3510,42,The Thousand Autumns of Jacob de Zoet,David Mitchell,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Japan', 'Historical', 'Literary Fiction', 'Novels', 'Cultural', 'Asia', 'Literature', 'Contemporary', 'European Literature', 'British Literature']",3.98,59696,6036,479,2010
3501,43,Daughter of Smoke & Bone,Laini Taylor,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Angels', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Fantasy', 'Magic', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'Supernatural']",4.0,326547,29763,418,2011
3482,35,Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,['Nonfiction'],3.4,2235,29,328,2012
3478,46,The Mark of Athena,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Mythology', 'Greek Mythology', 'Childrens', 'Fantasy', 'Urban Fantasy', 'Romance']",4.44,460538,17219,586,2012
3477,41,The Fiery Cross,Diana Gabaldon,"['Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Science Fiction', 'Time Travel', 'Historical', 'Romance', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']",4.22,179598,7413,1443,2005
3468,41,Shanghai Girls,Lisa See,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'China', 'Historical', 'Cultural', 'Asia', 'Literature', 'Asian Literature', 'Adult Fiction', 'Adult', 'Audiobook', 'Novels']",3.89,144987,9791,309,2009
3467,46,The Son of Neptune,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",4.42,434229,16231,513,2011
3414,40,In Defense of Food: An Eater's Manifesto,Michael Pollan,"['Nonfiction', 'Food and Drink', 'Food', 'Health', 'Science', 'Health', 'Nutrition', 'Audiobook', 'Food and Drink', 'Cooking', 'Environment', 'Food and Drink', 'Foodie', 'Environment', 'Sustainability']",4.06,106594,7950,205,2008
3405,37,The Way of Kings,Brandon Sanderson,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Epic', 'Fantasy', 'Magic', 'Adventure']",4.61,326286,21536,1007,2010
3399,43,Fifty Shades Darker,E.L. James,"['Romance', 'Adult Fiction', 'Erotica', 'Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Romance', 'Contemporary Romance', 'Womens Fiction', 'Chick Lit', 'Romance', 'Erotic Romance', 'Adult Fiction']",3.84,766282,29259,532,2011
3331,42,1776,David McCullough,"['History', 'Nonfiction', 'North American Hi...', 'American History', 'Historical', 'Military History', 'American Revolution', 'War', 'Audiobook', 'American Revolution', 'American Revolutionary War', 'War', 'Military Fiction', 'Politics']",4.06,195548,7430,386,2006
3314,44,Eleanor & Park,Rainbow Rowell,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Young Adult', 'Teen', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'High School']",4.04,899520,67608,328,2013
3301,37,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Environment', 'Politics', 'Economics', 'Culture', 'Society', 'Social Science']",3.92,64477,3398,608,2005
3290,40,The Birth of Venus,Sarah Dunant,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Cultural', 'Italy', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Book Club', 'Literature', '15th Century']",3.8,94989,3317,427,2004
3285,34,Austerlitz,W.G. Sebald,"['Fiction', 'Historical', 'Historical Fiction', 'European Literature', 'German Literature', 'Cultural', 'Germany', 'Literature', 'Novels', 'World War II', 'Holocaust', 'War', 'Historical', 'War', 'World War II']",3.95,16854,1359,415,2002
3284,40,Loving Frank,Nancy Horan,"['Historical', 'Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Architecture', 'Romance', 'Adult Fiction', 'Adult', 'Art', 'Audiobook']",3.75,92993,9584,384,2007
3278,34,Dreams of the Ringed Vale,Robert Fanney,"['Fantasy', 'Fantasy', 'Elves', 'Fantasy', 'Magic', 'Young Adult', 'Fantasy', 'Dragons', 'Adventure', 'Shapeshifters', 'Werewolves', 'Paranormal', 'Vampires', 'Fiction', 'Paranormal', 'Fairies']",3.55,3079,207,328,2005
3234,38,Choke,Chuck Palahniuk,"['Fiction', 'Contemporary', 'Humor', 'Novels', 'Literature', 'Adult', 'Literature', 'American', 'Adult Fiction', 'Dark', 'Literary Fiction']",3.69,190537,6153,293,2002
3199,38,A Breath of Snow and Ashes,Diana Gabaldon,"['Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Science Fiction', 'Time Travel', 'Historical', 'Romance', 'Historical Romance', 'Audiobook', 'Adult', 'Adventure']",4.42,144872,5619,993,2006
3182,38,The Book of Lost Things,John Connolly,"['Fantasy', 'Fiction', 'Young Adult', 'Horror', 'Fantasy', 'Fairy Tales', 'Writing', 'Books About Books', 'Adventure', 'Mystery', 'Adult', 'Childrens']",3.93,74993,8015,339,2006
3163,33,A Dirty Job,Christopher Moore,"['Humor', 'Fiction', 'Fantasy', 'Humor', 'Comedy', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Audiobook', 'Horror', 'Fantasy', 'Supernatural', 'Adult']",4.03,111528,6724,387,2006
3136,34,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,"['Nonfiction', 'Autobiography', 'Memoir', 'Christian', 'Biography', 'Inspirational', 'Book Club', 'Religion', 'Faith', 'Religion', 'Biography Memoir', 'Biography', 'Autobiography']",4.18,83499,8141,240,2006
3094,36,The Angel's Game,Carlos Ruiz Zafón,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Fantasy', 'Cultural', 'Spain', 'Writing', 'Books About Books', 'Gothic', 'Magical Realism', 'Historical', 'European Literature', 'Spanish Literature']",3.93,124524,10637,544,2010
3092,37,Before I Fall,Lauren Oliver,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Fantasy', 'Realistic Fiction', 'Young Adult', 'Teen', 'Fantasy', 'Paranormal', 'Death', 'Audiobook']",3.9,303611,20508,470,2010
3024,34,The Knife of Never Letting Go,Patrick Ness,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Teen', 'Audiobook', 'Thriller', 'Apocalyptic', 'Post Apocalyptic']",3.97,162061,17296,512,2014
2994,33,The Song of Achilles,Madeline Miller,"['Historical', 'Historical Fiction', 'Fantasy', 'Fiction', 'Fantasy', 'Mythology', 'LGBT', 'Romance', 'Historical', 'Retellings', 'GLBT', 'Queer', 'Audiobook']",4.37,276677,33551,352,2011
2989,33,Blankets,Craig Thompson,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fiction', 'Young Adult', 'Graphic Novels Comics', 'Romance', 'Young Adult', 'Coming Of Age', 'Contemporary', 'Religion', 'Comics', 'Comic Book']",4.04,99240,6658,592,2003
2912,36,Fangirl,Rainbow Rowell,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'New Adult', 'Audiobook', 'Young Adult', 'Coming Of Age', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Young Adult Contemporary']",4.04,603231,52235,483,2013
2890,33,Life After Life,Kate Atkinson,"['Fiction', 'Historical', 'Historical Fiction', 'Fantasy', 'Historical', 'Science Fiction', 'Time Travel', 'Audiobook', 'Literary Fiction', 'Adult', 'War', 'World War II', 'War']",3.76,203200,24502,531,2013
2834,35,Dark Lover,J.R. Ward,"['Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Fantasy', 'Supernatural', 'Adult Fiction', 'Erotica']",4.17,298492,13281,393,2005
2823,29,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"['Nonfiction', 'History', 'Adventure', 'Historical', 'Adventure', 'Survival', 'North American Hi...', 'American History', 'Audiobook', 'Biography', 'Adventure', 'Maritime', 'Adult']",4.12,90405,5983,302,2001
2808,38,The Red Pyramid,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Childrens', 'Middle Grade', 'Adventure', 'Fiction', 'Childrens', 'Fantasy', 'Magic', 'Fantasy', 'Urban Fantasy', 'Science Fiction Fantasy']",4.08,335404,13389,516,2010
2770,32,Bitten,Kelley Armstrong,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Shapeshifters', 'Werewolves', 'Romance', 'Paranormal Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Adult', 'Paranormal', 'Shapeshifters']",4.02,94869,4604,436,2004
2752,30,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,"['Religion', 'Nonfiction', 'Philosophy', 'Religion', 'Atheism', 'Politics', 'Science', 'History', 'Psychology', 'Spirituality', 'Philosophy', 'Skepticism']",3.88,38268,1753,348,2005
2694,32,The Book of Negroes,Lawrence Hill,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Canada', 'Historical', 'Cultural', 'Africa', 'Cultural', 'African American', 'Adult Fiction', 'Book Club', 'Adult', 'Literature']",4.43,76956,6419,512,2015
2684,27,Blood & Spirits,Dennis Sharpe,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Supernatural', 'Paranormal', 'Ghosts', 'Horror', 'Zombies', 'Horror', 'Fiction', 'Drama']",3.47,2358,49,310,2011
2671,33,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Humor', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Teen', 'Academic', 'School', 'Audiobook', 'Literature', 'Banned Books']",4.09,232834,24082,230,2007
2655,30,Night Watch,Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Humor', 'Comedy', 'Science Fiction', 'Time Travel', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction', 'Novels', 'Fantasy', 'High Fantasy']",4.47,98041,2457,480,2011
2649,34,Sharp Objects,Gillian Flynn,"['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Adult Fiction']",3.98,719820,46238,254,2006
2645,31,Tell No One,Harlan Coben,"['Mystery', 'Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Thriller', 'Mystery Thriller', 'Drama', 'Adult', 'Novels', 'Adult Fiction']",4.09,126284,5607,370,2009
2635,33,And the Mountains Echoed,Khaled Hosseini,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Novels', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction', 'Historical', 'Drama']",4.05,312410,28583,404,2013
2632,34,Brisingr,Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Young Adult Fantasy']",4.05,314783,9228,748,2008
2624,33,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Self Help', 'Personal Development', 'Sociology', 'Leadership', 'Adult']",4.06,341747,24287,333,2012
2621,31,The Orphan Master's Son,Adam Johnson,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Asia', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Audiobook', 'Book Club', 'Historical']",4.04,93390,10118,443,2012
2600,26,Lips of a Mastodon,Ted Bernal Guevara,"['Drama', 'Mystery', 'Mystery', 'Crime', 'Fiction', 'Thriller', 'Suspense', 'Thriller', 'Psychological Thriller', 'Adult Fiction', 'Novels', 'Adventure']",3.45,3236,23,226,2015
2585,31,Consider the Lobster and Other Essays,David Foster Wallace,"['Nonfiction', 'Writing', 'Essays', 'Philosophy', 'Humor', 'Short Stories', 'Literature', 'Literature', 'American', 'Contemporary', 'Writing', 'Journalism', 'Unfinished']",4.18,43593,3025,343,2005
2581,31,Cell,Stephen King,"['Horror', 'Fiction', 'Horror', 'Zombies', 'Thriller', 'Science Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Fantasy', 'Science Fiction', 'Apocalyptic', 'Science Fiction', 'Dystopia', 'Suspense']",3.65,198002,6165,449,2006
2578,30,A Little Life,Hanya Yanagihara,"['Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Adult', 'Novels', 'GLBT', 'Queer', 'Adult Fiction', 'Audiobook', 'Literature']",4.31,235957,34428,720,2015
2576,27,Anathem,Neal Stephenson,"['Science Fiction', 'Fiction', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook', 'Novels', 'Science Fiction', 'Cyberpunk', 'Science', 'Mathematics']",4.16,65104,4967,937,2008
2574,33,The Selection,Kiera Cass,"['Young Adult', 'Romance', 'Science Fiction', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Young Adult', 'Teen', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Young Adult Fantasy']",4.13,959190,51624,336,2012
2560,29,Dissolution,C.J. Sansom,"['Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery', 'Crime', 'Mystery', 'Historical Mystery', 'European Literature', 'British Literature', 'English History', 'Tudor Period', 'Thriller', 'Mystery Thriller', 'Thriller']",4.05,45313,2960,456,2004
2558,33,The Last Song,Nicholas Sparks,"['Romance', 'Fiction', 'Young Adult', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Realistic Fiction', 'Adult Fiction', 'Drama', 'Love']",4.15,512823,12062,390,2009
2515,31,Dreamcatcher,Stephen King,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Science Fiction', 'Aliens', 'Fantasy', 'Supernatural', 'Fantasy', 'Paranormal', 'Mystery', 'Suspense']",3.63,155010,2712,688,2002
2500,25,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,"['Psychology', 'Drama', 'Contemporary', 'Fiction']",3.39,2263,14,222,2009
2494,25,Possession of My Heart,Kia Carrington-Russell,[],3.39,2265,25,258,2014
2490,31,Living Dead in Dallas,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",3.96,242234,7029,291,2004
2486,32,On Chesil Beach,Ian McEwan,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'European Literature', 'British Literature', 'Romance', 'Novels', 'Literature', 'Adult Fiction', 'Adult']",3.59,80996,7229,166,2007
2480,26,Houdini Heart,Ki Longfellow,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Gothic', 'Literature', 'Thriller', 'Fantasy', 'Supernatural', 'Fantasy', 'Mythology']",3.82,4563,219,254,2011
