score,vote,title,author,genre,star,n_rating,n_review,pages,year
13874,152,Unaccustomed Earth,Jhumpa Lahiri,"['Fiction', 'Short Stories', 'Cultural', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Asian Literature', 'Indian Literature', 'Book Club', 'Adult Fiction', 'Adult']",4.09,86557,8017,352,2008
13791,155,Clockwork Angel,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Science Fiction', 'Steampunk', 'Historical', 'Historical Fiction', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Paranormal', 'Angels']",4.31,697762,32868,479,2010
13785,151,The Goldfinch,Donna Tartt,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Art', 'Adult', 'Novels', 'Adult Fiction', 'Mystery', 'Literature']",3.92,746868,62472,771,2013
13255,150,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"['Nonfiction', 'Science', 'History', 'Biography', 'Health', 'Medicine', 'Audiobook', 'Medical', 'Book Club', 'Biography Memoir', 'Historical']",4.07,610190,35280,370,2010
13253,150,The Martian,Andy Weir,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Science Fiction Fantasy', 'Thriller', 'Humor', 'Adventure', 'Survival']",4.4,851181,74161,384,2014
12786,141,Under the Banner of Heaven,Jon Krakauer,"['Nonfiction', 'Religion', 'History', 'Crime', 'True Crime', 'Mystery', 'Crime', 'Audiobook', 'Biography', 'Religion', 'Cults', 'Book Club', 'Historical']",3.99,163138,10654,400,2004
12779,139,We Need to Talk About Kevin,Lionel Shriver,"['Fiction', 'Contemporary', 'Thriller', 'Horror', 'Mystery', 'Crime', 'Drama', 'Psychology', 'Literary Fiction', 'Adult', 'Book Club']",4.05,172835,14115,400,2006
12715,137,"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,"['Nonfiction', 'Food and Drink', 'Food', 'Autobiography', 'Memoir', 'Gardening', 'Health', 'Environment', 'Food and Drink', 'Cooking', 'Environment', 'Nature', 'Audiobook', 'Biography']",4.03,103031,10867,370,2007
12440,142,Eragon,Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Childrens']",3.91,1482671,22659,503,2005
12034,133,The Five People You Meet in Heaven,Mitch Albom,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Classics', 'Adult', 'Spirituality', 'Adult Fiction', 'Novels', 'Philosophy']",3.94,593418,21251,196,2003
12018,135,Coraline,Neil Gaiman,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Childrens', 'Middle Grade', 'Audiobook', 'Fantasy', 'Paranormal', 'Adventure', 'Fantasy', 'Supernatural']",4.05,508947,22215,162,2006
11643,130,A Dance with Dragons,George R.R. Martin,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Dragons', 'Adventure', 'Adult', 'Audiobook', 'Epic']",4.32,571172,22431,1125,2011
11616,127,On Beauty,Zadie Smith,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'European Literature', 'British Literature', 'Literature', 'Adult Fiction', 'Family', 'Race', 'Adult']",3.73,73006,4902,445,2006
11467,126,World Without End,Ken Follett,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Historical', 'Medieval', 'European Literature', 'British Literature', 'Audiobook', 'Novels', 'Romance', 'Fantasy', 'Adult']",4.26,208282,11619,1014,2007
11273,124,The Known World,Edward P. Jones,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'African American', 'Historical', 'Literature', 'Novels', 'Literary Fiction', 'Book Club', 'Literature', 'American', 'Race']",3.8,37862,3324,388,2006
11101,130,The Last Olympian,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']",4.5,703235,24616,381,2009
11000,110,Una Historia de Ayer,Sergio Cobo,"['Thriller', 'Mystery', 'European Literature', 'Spanish Literature', 'Suspense', 'Magical Realism', 'Mystery', 'Noir', 'Drama', 'Fiction', 'Mystery', 'Crime']",4.44,7895,114,75,2014
10970,124,Graceling,Kristin Cashore,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Adventure', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Young Adult', 'Teen', 'Fantasy', 'Paranormal']",4.07,400421,22775,471,2008
10847,121,Year of Wonders,Geraldine Brooks,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'European Literature', 'British Literature', 'Book Club', 'Adult', 'Adult Fiction', 'Audiobook', 'Novels', 'Literature']",3.99,144573,10506,318,2002
10684,123,The Maze Runner,James Dashner,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Apocalyptic', 'Post Apocalyptic', 'Mystery', 'Young Adult', 'Teen', 'Audiobook']",4.03,1113590,56440,384,2009
10658,118,Freedom,Jonathan Franzen,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'Literature', 'American', 'Adult Fiction', 'Family', 'Audiobook', 'Book Club']",3.75,154131,13868,562,2010
10656,120,A Feast for Crows,George R.R. Martin,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Fantasy', 'Dragons', 'Audiobook', 'Epic']",4.14,643767,22018,1061,2011
10193,110,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Contemporary', 'Novels', 'Thriller', 'Mystery Thriller', 'Adult', 'European Literature', 'Scandinavian Literature']",4.44,49399,1887,1531,2010
10081,120,The Sea of Monsters,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']",4.24,788620,28364,279,2006
9841,109,The Elegance of the Hedgehog,Muriel Barbery,"['Fiction', 'Cultural', 'France', 'Contemporary', 'Philosophy', 'Book Club', 'Literary Fiction', 'Novels', 'Literature', 'Adult Fiction', 'European Literature', 'French Literature']",3.77,154752,18322,325,2008
9636,109,Thirteen Reasons Why,Jay Asher,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery', 'Health', 'Mental Health', 'Young Adult', 'Teen', 'Audiobook', 'Romance', 'Young Adult', 'High School']",3.91,798538,52347,352,2016
9600,102,Shantaram,Gregory David Roberts,"['Fiction', 'Cultural', 'India', 'Travel', 'Adventure', 'Contemporary', 'Novels', 'Historical', 'Historical Fiction', 'Cultural', 'Asia', 'Unfinished', 'Mystery', 'Crime']",4.24,177182,13737,936,2004
9554,109,World War Z: An Oral History of the Zombie War,Max Brooks,"['Horror', 'Fiction', 'Horror', 'Zombies', 'Science Fiction', 'Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Dystopia', 'Audiobook', 'Science Fiction', 'Apocalyptic', 'War']",4.01,454590,26010,342,2006
9548,107,Seabiscuit: An American Legend,Laura Hillenbrand,"['Nonfiction', 'History', 'Biography', 'Sports', 'Sports', 'Animals', 'Animals', 'Horses', 'Historical', 'Biography Memoir', 'North American Hi...', 'American History', 'Sports', 'Horse Racing']",4.2,150820,4504,457,2003
9325,113,The Titan's Curse,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']",4.34,723411,22214,320,2007
9318,106,Shadow Kiss,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']",4.33,336195,11473,443,2008
9144,101,The Last Lecture,Randy Pausch,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Self Help', 'Inspirational', 'Philosophy', 'Biography', 'Autobiography', 'Biography Memoir', 'Audiobook', 'Adult']",4.25,312150,17458,206,2008
9052,104,Frostbite,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']",4.26,321108,11480,327,2008
8989,109,The Battle of the Labyrinth,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic']",4.39,776616,20335,361,2008
8977,97,2666,Roberto Bolaño,"['Fiction', 'Literature', 'Novels', 'European Literature', 'Spanish Literature', 'Literary Fiction', 'Cultural', 'Latin American', 'Mystery', 'Contemporary', 'Classics', 'Mystery', 'Crime']",4.17,33722,3851,1128,2004
8811,103,The Lost Symbol,Dan Brown,"['Fiction', 'Mystery', 'Thriller', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Historical', 'Historical Fiction', 'Mystery', 'Crime', 'Novels', 'Adult']",3.72,536067,27465,509,2009
8613,98,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Cultural', 'Iran', 'Writing', 'Books About Books', 'Feminism', 'History', 'Biography Memoir', 'Womens', 'Book Club']",3.61,123441,7786,356,2003
8609,97,Olive Kitteridge,Elizabeth Strout,"['Fiction', 'Short Stories', 'Literary Fiction', 'Contemporary', 'Book Club', 'Adult Fiction', 'Adult', 'Novels', 'Literature', 'Audiobook']",3.83,182872,20205,270,2008
8459,101,The Tales of Beedle the Bard,J.K. Rowling,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Fantasy', 'Magic', 'Childrens', 'Middle Grade', 'Fantasy', 'Fairy Tales', 'Audiobook', 'Science Fiction Fantasy']",4.05,424617,15749,109,2008
8453,101,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Paranormal', 'Mystery', 'Horror', 'Science Fiction', 'Time Travel', 'Historical', 'Historical Fiction', 'Fantasy', 'Supernatural', 'Adventure']",3.91,1017895,61861,352,2011
8413,96,The Plot Against America,Philip Roth,"['Fiction', 'Historical', 'Historical Fiction', 'Science Fiction', 'Alternate History', 'Literature', 'Novels', 'Literature', 'American', 'Science Fiction', 'Politics', 'Literature', 'Jewish', 'Literary Fiction']",3.77,53089,4315,391,2005
8333,97,Me Before You,Jojo Moyes,"['Romance', 'Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Drama', 'Romance', 'Contemporary Romance', 'Realistic Fiction']",4.26,1207941,83995,369,2013
8210,92,The Ocean at the End of the Lane,Neil Gaiman,"['Fantasy', 'Fiction', 'Horror', 'Magical Realism', 'Audiobook', 'Young Adult', 'Adult', 'Science Fiction Fantasy', 'Adult Fiction', 'Fantasy', 'Paranormal']",4.0,499111,48906,181,2013
8141,94,Wolf Hall,Hilary Mantel,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'European Literature', 'British Literature', 'Audiobook', 'Literary Fiction', 'Unfinished', 'Novels', 'Literature', 'English History', 'Tudor Period']",3.87,175911,16262,653,2010
8069,95,Inkheart,Cornelia Funke,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Adventure', 'Fantasy', 'Magic', 'Writing', 'Books About Books', 'Young Adult', 'Young Adult Fantasy', 'Audiobook']",3.88,385183,12285,563,2005
8007,93,Uglies,Scott Westerfeld,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult', 'Teen', 'Adventure', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction Fantasy']",3.85,576868,23827,425,2005
7941,88,Peace Like a River,Leif Enger,"['Fiction', 'Historical', 'Historical Fiction', 'Book Club', 'Adult Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Contemporary', 'Young Adult', 'Coming Of Age', 'Family']",3.97,83321,7971,312,2002
7880,88,A Visit from the Goon Squad,Jennifer Egan,"['Fiction', 'Contemporary', 'Music', 'Short Stories', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature', 'Book Club', 'Adult']",3.67,180343,17971,288,2010
7774,89,"Hush, Hush",Becca Fitzpatrick,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Angels', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",3.96,596730,25408,391,2009
7763,96,City of Fallen Angels,Cassandra Clare,"['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fiction', 'Paranormal', 'Angels', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic']",4.11,503139,23434,425,2011
7735,90,Blood Promise,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']",4.31,286771,9946,503,2009
7702,90,Dead Until Dark,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Horror']",3.96,505426,18484,292,2001
7613,83,Let the Great World Spin,Colum McCann,"['Fiction', 'Historical', 'Historical Fiction', 'New York', 'Book Club', 'Novels', 'Contemporary', 'Literary Fiction', 'Literature', 'Historical', 'Adult Fiction']",3.93,98813,9193,351,2009
7571,87,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Autobiography', 'Memoir', 'Social Movements', 'Social Justice', 'Social Issues', 'Poverty', 'Academic', 'School', 'Social Issues', 'Adult']",3.63,181628,6567,240,2002
7512,87,Running with Scissors,Augusten Burroughs,"['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Biography', 'Autobiography', 'LGBT', 'Psychology', 'Mental Health', 'Mental Illness', 'Health', 'Mental Health']",3.73,360559,12706,304,2003
7280,82,1Q84,Haruki Murakami,"['Fiction', 'Fantasy', 'Magical Realism', 'Cultural', 'Japan', 'Science Fiction', 'Asian Literature', 'Japanese Literature', 'Contemporary', 'Literature', 'Novels', 'Science Fiction', 'Dystopia']",3.92,211582,18424,925,2011
7142,80,The Yiddish Policemen's Union,Michael Chabon,"['Fiction', 'Mystery', 'Science Fiction', 'Science Fiction', 'Alternate History', 'Mystery', 'Crime', 'Literature', 'Jewish', 'Fantasy', 'Novels', 'Literature', 'Literary Fiction']",3.71,71752,6999,414,2007
7121,83,The Invention of Hugo Cabret,Brian Selznick,"['Historical', 'Historical Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Sequential Art', 'Graphic Novels', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Historical', 'Childrens', 'Picture Books']",4.2,169335,15050,533,2007
6999,87,The Lost Hero,Rick Riordan,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",4.32,654450,22710,553,2010
6955,79,Hotel on the Corner of Bitter and Sweet,Jamie Ford,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Romance', 'War', 'World War II', 'Book Club', 'Adult Fiction', 'Adult', 'War', 'Audiobook']",4.01,269143,20847,290,2009
6902,75,The Passage,Justin Cronin,"['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Paranormal', 'Vampires', 'Science Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Apocalyptic', 'Fantasy', 'Paranormal']",4.03,195655,19598,766,2010
6783,80,Mystic River,Dennis Lehane,"['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Drama', 'Novels', 'Contemporary', 'Adult']",4.15,133873,3869,416,2001
6649,75,Suite Française,Irène Némirovsky,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'France', 'War', 'World War II', 'War', 'Historical', 'Classics', 'World War II', 'Holocaust', 'Book Club', 'Novels']",3.82,67879,6563,431,2007
6618,70,The Eyre Affair,Jasper Fforde,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Writing', 'Books About Books', 'Science Fiction', 'Time Travel', 'Science Fiction', 'Alternate History', 'Science Fiction Fantasy', 'Adult']",3.87,126361,10359,374,2003
6594,76,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Africa', 'Western Africa', 'Nigeria', 'War', 'Historical', 'Literature', 'African Literature', 'Novels', 'Contemporary', 'Literary Fiction']",4.31,112522,9114,433,2006
6537,75,Shutter Island,Dennis Lehane,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Horror', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Novels', 'Thriller', 'Psychological Thriller', 'Adult Fiction']",4.08,170947,8586,369,2004
6493,73,One Day,David Nicholls,"['Fiction', 'Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Adult Fiction', 'European Literature', 'British Literature', 'Novels', 'Love', 'Drama']",3.8,293467,17623,435,2009
6420,74,Little Bee,Chris Cleave,"['Fiction', 'Cultural', 'Africa', 'Historical', 'Historical Fiction', 'Book Club', 'Contemporary', 'Adult Fiction', 'Western Africa', 'Nigeria', 'Adult', 'Literary Fiction', 'Audiobook']",3.71,227607,21408,275,2010
6300,68,Black Swan Green,David Mitchell,"['Fiction', 'Young Adult', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Young Adult', 'European Literature', 'British Literature', 'Novels', 'Literature', 'Audiobook', 'Historical', 'Historical Fiction']",3.96,38272,3359,296,2007
6288,74,Spirit Bound,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']",4.33,268019,9021,489,2010
6279,71,The Forgotten Garden,Kate Morton,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Historical', 'Cultural', 'Australia', 'Romance', 'Adult Fiction', 'Adult', 'European Literature', 'British Literature', 'Book Club']",4.13,196493,18728,648,2008
6265,70,Fingersmith,Sarah Waters,"['Historical', 'Historical Fiction', 'Fiction', 'LGBT', 'Historical', 'Romance', 'Mystery', 'GLBT', 'Queer', 'GLBT', 'Lesbian', 'Adult', 'Gothic']",4.0,86681,5983,548,2002
6182,69,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"['Nonfiction', 'Food and Drink', 'Food', 'Health', 'Sociology', 'Politics', 'History', 'Science', 'Academic', 'School', 'Business', 'Health', 'Nutrition']",3.74,201182,5459,399,2005
6070,73,Delirium,Lauren Oliver,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Young Adult', 'Teen', 'Audiobook', 'Love', 'Apocalyptic', 'Post Apocalyptic']",3.97,427321,26533,441,2012
5973,66,The Wise Man's Fear,Patrick Rothfuss,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic']",4.54,446039,22413,994,2011
5966,66,Let the Right One In,John Ajvide Lindqvist,"['Horror', 'Fiction', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Thriller', 'Fantasy', 'Supernatural', 'Mystery', 'European Literature', 'Swedish Literature', 'Cultural', 'Sweden']",4.03,95151,6137,513,2007
5851,70,The Girl on the Train,Paula Hawkins,"['Fiction', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction']",3.93,2220087,111613,325,2015
5844,67,Saturday,Ian McEwan,"['Fiction', 'Contemporary', 'European Literature', 'British Literature', 'Literature', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Book Club', 'Literature', '21st Century', 'Adult']",3.62,66499,4024,289,2006
5777,59,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,"['Historical', 'Historical Fiction', 'Fiction', 'Northern Africa', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Cultural', 'Africa', 'Romance', 'History', 'Ancient History', 'Feminism']",3.92,4564,217,301,2009
5768,71,Matched,Ally Condie,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult', 'Teen', 'Audiobook', 'Futuristic', 'Apocalyptic', 'Post Apocalyptic']",3.65,674039,33325,369,2010
5725,64,The Year of the Flood,Margaret Atwood,"['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Fantasy', 'Cultural', 'Canada', 'Speculative Fiction', 'Audiobook', 'Science Fiction', 'Apocalyptic', 'Science Fiction Fantasy']",4.04,111421,7757,431,2009
5693,71,Clockwork Prince,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Science Fiction', 'Steampunk', 'Historical', 'Historical Fiction', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Angels', 'Paranormal', 'Vampires']",4.43,463016,24215,498,2011
5682,69,Fifty Shades of Grey,E.L. James,"['Romance', 'Fiction', 'Adult Fiction', 'Erotica', 'Adult', 'Erotica', 'BDSM', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary Romance', 'Romance', 'Erotic Romance', 'Adult Fiction']",3.66,2025003,78954,356,2011
5545,60,The Final Empire,Brandon Sanderson,"['Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Adult', 'Fantasy', 'Magic', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Adventure']",4.44,427050,29688,544,2006
5500,55,High in School,Salman Aditya,"['Humor', 'Humor', 'Comedy', 'Fantasy', 'Fiction', 'Childrens', 'Sequential Art', 'Graphic Novels', 'Young Adult', 'Asian Literature', 'Indonesian Literature', 'Contemporary', 'Novels']",3.48,2274,67,234,2012
5466,62,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"['History', 'Nonfiction', 'Biography', 'Politics', 'North American Hi...', 'American History', 'Military History', 'Civil War', 'Politics', 'Presidents', 'Leadership', 'Historical', 'Audiobook']",4.25,161799,7272,916,2006
5442,62,Odd Thomas,Dean Koontz,"['Horror', 'Fiction', 'Mystery', 'Fantasy', 'Thriller', 'Fantasy', 'Paranormal', 'Suspense', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Audiobook']",3.97,256614,7580,446,2006
5294,59,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"['Nonfiction', 'Science', 'Humor', 'Medical', 'Health', 'Medicine', 'Death', 'Audiobook', 'History', 'Adult', 'Science', 'Biology']",4.05,179264,13994,303,2004
5189,61,A Discovery of Witches,Deborah Harkness,"['Fantasy', 'Fiction', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Paranormal', 'Witches', 'Fantasy', 'Magic', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural']",4.0,391574,36753,579,2011
5169,65,If I Stay,Gayle Forman,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Young Adult', 'Teen', 'Music', 'Death', 'Audiobook', 'Drama']",3.94,732370,38753,201,2009
5163,59,Snow,Orhan Pamuk,"['Fiction', 'Literature', 'Contemporary', 'Novels', 'Cultural', 'Turkish', 'Asian Literature', 'Turkish Literature', 'Nobel Prize', 'Historical', 'Historical Fiction', 'Literary Fiction', 'Unfinished']",3.59,40950,3701,463,2005
5154,62,The Bookseller of Kabul,Åsne Seierstad,"['Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'History', 'Travel', 'Writing', 'Books About Books', 'Cultural', 'Asia', 'Religion', 'Islam', 'Biography Memoir', 'Womens']",3.75,46626,3275,288,2004
5076,62,The Tale of Despereaux,Kate DiCamillo,"['Fantasy', 'Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure', 'Classics', 'Childrens', 'Juvenile', 'Audiobook']",4.04,168698,10224,267,2008
4990,54,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,"['Nonfiction', 'Writing', 'Essays', 'Humor', 'Culture', 'Pop Culture', 'Music', 'Cultural', 'Autobiography', 'Memoir', 'Sociology', 'Humor', 'Comedy', 'Adult']",3.73,68953,3548,272,2004
4911,57,Dear John,Nicholas Sparks,"['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Young Adult', 'Love', 'Romance', 'Contemporary Romance', 'Drama']",4.03,550310,11604,276,2006
4885,49,Possession of My Soul,Kia Carrington-Russell,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Drama', 'Mystery', 'Fiction']",3.35,2373,56,230,2014
4879,57,A Great and Terrible Beauty,Libba Bray,"['Fantasy', 'Young Adult', 'Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Magic', 'Young Adult', 'Teen', 'Young Adult', 'Young Adult Fantasy']",3.78,216732,9978,403,2003
4849,56,Under the Dome,Stephen King,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Suspense', 'Audiobook', 'Adult', 'Drama']",3.91,265262,15089,1074,2009
4846,57,Last Sacrifice,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Magic']",4.37,262738,11330,594,2010
